dataset,processed_input,reference,max_new_tokens,stop_sequence,extraction_method,evaluation_metric,id
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Two women decided to steal some clothing from their favorite store. One of the women carried a large shopping bag containing a gun into the store. The other woman did not know that her partner had a gun in the shopping bag. After the women placed three dresses into the shopping bag, a clerk became suspicious and approached the women. The women tried to leave the store and, as they did, the clerk grabbed the bag, which fell to the floor. When the bag hit the floor, the gun discharged, killing the clerk. Which of the following would be the women's best defense to the charge of felony murder?
Options:
A. They committed a larceny by placing the three dresses in the shopping bag.
B. The jurisdiction requires the killing to be independent of the felony.
C. The jurisdiction follows the agency theory of felony murder.
D. The killing, was accidental and unintended.
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_60
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
If the tax rate for a single person with $25,000 in taxable income is 24 percent, and the tax rate for a single person with $20,000 in taxable income is 20 percent, the tax rate over this income range is
Options:
A. regressive
B. progressive
C. proportional
D. revenue-neutral
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_61
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I ripped off the merchant. Scenario 2 | I drank vodka during halftime of the big game.
Options:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_62
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Thin laminations are used in a machine in order to reduce
Options:
A. Eddy current losses
B. Hysteresis losses
C. Both A and B
D. Copper losses
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_63
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
With respect to hair loss
Options:
A. Men lose but women do not
B. Men are more systematic than women
C. Women lose hair less frequently but more rapidly than men
D. Environmental factors are the main causes
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_64
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Triacylglycerides consist of I. A ribose backbone II. a glycerol backbone III. three phosphodiester linkages IV. three ester linkages
Options:
A. I and III
B. II only
C. II and III
D. II and IV
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_65
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I fed her baby fingernails and toenails. Scenario 2 | I demanded a cigarette from the guy outside the store.
Options:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_66
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Which of the following changes to a circuit will always bring about an increase in the current?
Options:
A. Increased voltage and increased resistance
B. Decreased voltage and decreased resistance
C. Increased voltage and decreased resistance
D. Decreased voltage and increased resistance
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_67
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
The tripartite system used the 11+ exam to select pupils for:
Options:
A. popular schools that lay outside their catchment area
B. private, public and comprehensive schools
C. grammar, technical, and secondary modern schools
D. polytechnics, colleges and universities
Answer:
",C,1,['\n'],multiple_choice,exact_match,mmlu_68
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Which of the following was the first city and what was the estimated population?
Options:
A. Nagada, 5,000 people
B. Uruk, 10,000 people
C. Knossos, 20,000 people
D. Giza, 200,000 people
Answer:
",B,1,['\n'],multiple_choice,exact_match,mmlu_69
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
The earliest-known use of bronze is found in:
Options:
A. South America.
B. Mesopotamia.
C. the Indus Valley.
D. China.
Answer:
",D,1,['\n'],multiple_choice,exact_match,mmlu_70
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
This question refers to the following information.
""And then Shapur, King of Kings, passed away. Then his son Hormizd, King of Kings, rose over the empire. And Hormizd, King of Kings, conferred on me cap and belt and created for me a higher rank and dignity, and at court and in kingdom after kingdom, place after place, throughout the whole empire he gave me more authority and power in matters of the divine services, and created for me the title ""Kerdir, Ahura Mazda's [Chief Priest]"" after the name of Ahura Mazda, the Deity. And thereupon in kingdom after kingdom, place after place, many divine services were performed in magnificence, and many Warham fires were established, and many magi became happy and prosperous, and many fires and magi were imperially installed…
And then Hormizd, King of Kings, passed away. Then Bahram, King of Kings, son of Shapur, King of Kings, and brother of Hormizd, King of Kings, rose over the empire. And Bahram, King of Kings, also held me in high honor and dignity and at court and in kingdom after kingdom, place after place, gave me authority and power for divine services of every sort. And thereupon in kingdom after kingdom, place after place, many divine services were performed in magnificence and many Warharan fires were established, and many magi became happy and prosperous, and many fires and magi were imperially installed…
And in kingdom after kingdom and place after place throughout the whole empire the services of Ahura Mazda and the gods became preeminent, and great dignity came to the Mazdayanian religion and the magi in the empire, and the gods and water and fire and small cattle in the empire attained great satisfaction, while Ahriman [the evil counterpart to Ahura Mazda] and the demons were punished and rebuked, and the teachings of Ahriman and the demons departed from the empire and were abandoned. And Jews, Buddhists, Hindus, Nasoreans [Orthodox Christians], Christians, Maktak [Baptists], and Manichaeans in the empire were smitten, and destruction of idols and scattering of the stores of the demons and god-seats and nests was abandoned.""
Excerpt from the inscription of Kerdir at Naqsh-e-Rustam, Persia, late third century C.E.
The source best supports which of the following inferences about sources of political authority in the period circa 600 B.C.E.–600 C.E.?
Options:
A. Rulers derived legitimacy for their rule by their sponsorship of religion and chief priests.
B. Rulers were limited in their political authority by powerful religious figures.
C. Rulers derived legitimacy for their rule through victories over foreign peoples.
D. Rulers derived legitimacy for their rule through the consent of those they governed.
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_71
mmlu,"Choose the correct answer. Respond with a single letter.
Question:
Which of the following statements is correct?

Options:
A. Sulfur dioxide is not used in foods containing thiamin because it causes destruction of the vitamin
B. Sulfur dioxide is not used in foods containing niacin because it causes destruction of the vitamin
C. Sulfur dioxide is not used in foods containing vitamin E because it causes destruction of the vitamin
D. Sulfur dioxide is not used in foods containing vitamin C because it causes destruction of the vitamin
Answer:
",A,1,['\n'],multiple_choice,exact_match,mmlu_72
